Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
PRIVISCL,PRIVI SPECIALITY CHE LTD,1850.7,INR,-0.13759611493322296,20736,0.5912341328223902,72883191633,INR,53.22845063130951,34.769,INR,401.5145395799676,0.107193,Process industries,
DODLA,DODLA DAIRY LTD,1167.4,INR,-2.6680006670001664,10270,0.3746507029716695,72725173002,INR,32.40977234869517,36.02,INR,58.32967032967035,0.248859,Consumer non-durables,Strong buy
SHAILY,SHAILY ENG PLASTICS LTD,1580.65,INR,-3.069234071257739,142363,1.2306174914119647,72621308602,INR,99.19110910300338,15.9354,INR,87.29020732452635,0.0632771,Process industries,Strong buy
SUNTECK,SUNTECK REALTY LTD,480.65,INR,-2.712276085416463,169203,1.050097763246485,72248413434,INR,47.37148151068359,10.1464,INR,,0.304136,Finance,Strong buy
PGIL,PEARL GLOBAL IND LTD,1568.75,INR,-0.3177124702144559,86336,0.744413835322928,72041970086,INR,32.991587802313354,47.55,INR,19.2898303851644,0.318725,Consumer non-durables,Strong buy
GREENLAM,GREENLAM INDUSTRIES LTD.,550.2,INR,-1.2739996411268455,11709,0.21359967163770693,71747537783,INR,57.93469447925113,9.4969,INR,-19.00574820475208,0.293385,Non-energy minerals,Buy
ZAGGLE,ZAGGLE PREPA OCEAN SER L,524,INR,1.520875714424106,423145,0.6192711437165079,71430725925,INR,89.98952412028372,5.8229,INR,,0,Technology services,
TMB,TAMILNAD MERCA BANK LTD,444.6,INR,-1.0901001112347002,51321,0.7257667635845279,70577245733,INR,6.242716129122847,71.219,INR,5.6508104162896045,2.24366,Finance,
ARVINDFASN,ARVIND FASHIONS LTD,514.45,INR,-2.335073564309436,276699,1.060705787825112,70347487157,INR,64.55559598950948,7.9691,INR,336.61516546131935,0.236787,Retail trade,Strong buy
PCJEWELLER,PC JEWELLER LTD,14.99,INR,-2.788586251621269,7123946,0.5512118322277044,70182908707,INR,455.6231003039514,0.0329,INR,,0,Consumer durables,
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,429.95,INR,-3.414579355273501,103692,0.6966914346030374,70129897331,INR,55.50391799956108,7.7463,INR,1048.450704225352,0.586024,Finance,Buy
RESPONIND,RESPONSIVE INDUSTRIES LTD,254.33,INR,-2.671156863495461,143779,0.22996342919474655,69531498894,INR,35.743598392219695,7.1154,INR,73.30962587685114,0.0383436,Non-energy minerals,
JKPAPER,JK PAPER LTD,406,INR,0.024636610002469268,229590,0.7667222698104985,69463428987,INR,9.312182904116627,43.5988,INR,-39.49132453805351,2.07292,Process industries,Buy
BANCOINDIA,BANCO PRODUCTS (I) LTD,476.4,INR,-2.266899169145556,116050,0.29956001719146674,69394541574,INR,19.817631202369462,24.0392,INR,20.997000140932983,3.50407,Producer manufacturing,
ORIENTCEM,ORIENT CEMENT LTD.,334.85,INR,-0.5051255385529605,304471,0.508228833257523,69327144104,INR,45.06426216270776,7.4305,INR,-2.7650553534507525,0.66568,Non-energy minerals,Strong sell
BANSALWIRE,BANSAL WIRE INDUSTRIES L,428,INR,-2.3611269533477866,47642,0.6876186215008913,69307300000,INR,,,,,0,Non-energy minerals,Strong buy
SHOPERSTOP,SHOPPERS STOP LTD,609.3,INR,-1.1117422705510058,50825,0.3051705772932676,69273703243,INR,408.4875301689461,1.4916,INR,-82.45176470588235,0,Retail trade,Buy
INFIBEAM,INFIBEAM AVENUES LTD,23.47,INR,-3.6139630390143838,6309280,1.2321022582695893,69198631931,INR,31.66059624983138,0.7413,INR,39.525691699604735,0.201532,Commercial services,Buy
ETHOSLTD,ETHOS LTD,2799.9,INR,-0.6669741370135073,44476,0.8280181256958175,69044641739,INR,74.81342735223153,37.4251,INR,23.61513434955657,0,Retail trade,Strong buy
GHCL,GHCL LTD,688.85,INR,-2.6566805624249215,156694,0.25936896606804266,68929084151,INR,12.439616798042456,55.3755,INR,-49.40963980902369,1.66701,Process industries,Buy
MOIL,MOIL LTD,359.05,INR,6.4167160640189795,5357935,5.001129888236739,68828873714,INR,21.021416611046707,17.0802,INR,29.416043461459786,1.78862,Non-energy minerals,Buy
RTNPOWER,RATTANINDIA POWER LTD,12.1,INR,-3.8155802861685246,12184420,1.4962059457965522,68791059563,INR,0.6388932889804108,18.939,INR,,0,Utilities,
ANUP,THE ANUP ENGINEERING LTD,3079.55,INR,-6.500387108527011,58726,1.9214108101033895,68669750880.00001,INR,51.38209672925187,59.9343,INR,63.38841015100009,0.218726,Producer manufacturing,Strong buy
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,34.31,INR,-3.32488024795717,6366149,0.792205492648011,68656959202,INR,5.825127334465196,5.89,INR,-6.805272068479935,4.22654,Finance,Buy
VMART,VMART RETAIL LTD,3399.9,INR,-2.062509001872387,7319,0.22594457427399214,68572958339.00001,INR,,-27.9398,INR,46.407307379501894,0,Retail trade,Buy
PRICOLLTD,PRICOL LTD,551.25,INR,-1.4216738197424974,270278,0.5361914019878183,68223169762.00001,INR,40.437643503202004,13.6321,INR,36.57229301915524,0,Producer manufacturing,Buy
KESORAMIND,KESORAM INDUSTRIES LTD,212.25,INR,-2.2204818722071193,260308,0.44056416883091626,68216575918.99999,INR,,-13.6875,INR,-157.83634103153372,0,Non-energy minerals,
HCC,HINDUSTAN CONSTRUCTION CO,34.88,INR,-2.1324354657687934,18517502,0.6708073330842087,68026740506,INR,11.08005082592122,3.148,INR,,0,Industrial services,Strong buy
INNOVACAP,INNOVA CAPTAB LTD,1092.7,INR,-2.4679787566385385,72080,0.48732996186818833,67954600000.00001,INR,52.84436857097259,20.6777,INR,,0,Health technology,Strong buy
HCG,HEALTHCARE GLOB. ENT. LTD,473.45,INR,-1.8858149414568486,87996,0.6881870452284572,67847315493,INR,116.16694474433213,4.0756,INR,53.321796704536894,0,Health services,Strong buy
SOUTHBANK,THE SOUTH INDIAN BANK LTD,25.51,INR,-1.6955684007707041,10899127,0.670713159164385,67840477478,INR,5.047487138899881,5.054,INR,26.056917666425576,1.15696,Finance,Buy
VIPIND,VIP INDUSTRIES LTD,458.55,INR,-1.0893011216566029,140747,0.34021587187402635,67828477979,INR,,-3.2214,INR,-141.32543103448276,0.41876,Consumer durables,Neutral
AGI,AGI GREENPAC LTD,1015.4,INR,-1.5656051572875747,88529,0.4427426247487546,67544064789,INR,24.60442462865589,41.269,INR,-5.154463846588747,0.574713,Process industries,Strong buy
TDPOWERSYS,TD POWER SYSTEMS LTD.,404.85,INR,-3.157517043415856,346024,0.988460382627614,67424465916,INR,46.61700020726344,8.6846,INR,18.029355803207395,0.277971,Producer manufacturing,
GABRIEL,GABRIEL INDIA LTD,449.8,INR,-1.3488321087838528,216296,1.262357529842234,67153540154,INR,30.651184343227847,14.6748,INR,39.38829787234041,0.909091,Producer manufacturing,Strong buy
KRBL,KRBL LTD,282.4,INR,-2.097417230022538,195090,0.49093028382308085,66973183965,INR,14.786578980438149,19.0984,INR,-33.469424723578875,1.36705,Process industries,Strong buy
RAJESHEXPO,RAJESH EXPORTS LTD,218.23,INR,-1.791098510418081,226816,0.48584997505589284,66300629241,INR,168.3353903116322,1.2964,INR,-96.64893424528643,0,Consumer durables,
AVL,ADITYA VISION LTD,503.65,INR,0.679660169915038,147690,0.9998470001882033,66242163086,INR,67.48084034514176,7.4636,INR,22.394227615611673,0.174808,Retail trade,Strong buy
OPTIEMUS,OPTIEMUS INFRACOM LTD,708,INR,-3.7258634756595024,153987,0.8815568463247998,65968366278,INR,89.6043739084213,7.9014,INR,53.169464583414104,0,Distribution services,
SANDUMA,SANDUR MANG & IRON ORES L,394.2,INR,-1.3513513513513598,68928,0.49623154016222815,65834795211.00001,INR,18.28606418213699,21.5574,INR,-3.541129725085908,0.246124,Non-energy minerals,
ICIL,INDO COUNT INDUSTRIES LTD,319.5,INR,-3.4013605442176873,229617,0.7432984274381119,65526278456,INR,20.455986016941015,15.6189,INR,-3.4750203940375277,0.664954,Process industries,Strong buy
SHAREINDIA,SHARE IND. SECURITIES LTD,288,INR,-1.8906489524782868,374803,0.4573591090793964,65438394181,INR,12.49674563915647,23.046,INR,-1.2634474249065029,0.529626,Finance,
TIIL,TECHNOCRAFT IND LTD,2786.15,INR,0.10239643588545644,32227,2.985557192221821,65030118566,INR,24.33760892808475,114.4792,INR,-5.718220031888672,0,Producer manufacturing,
DBL,DILIP BUILDCON LTD,422.55,INR,-2.210136542467024,324210,0.7726916964659383,64597770115,INR,13.21707851110416,31.97,INR,292.23143740491724,0.226347,Industrial services,Buy
UNIMECH,UNIMECH AEROSPACE N MFG L,1296.35,INR,-0.39187060586270206,463679,,64562400000,INR,,,,,0,Producer manufacturing,
REFEX,REFEX INDUSTRIES LTD,482.85,INR,-3.574638042935592,179030,1.0494126032677569,64540536350,INR,50.2759266972095,9.604,INR,-11.008154188287627,0.0998502,Energy minerals,
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,286.45,INR,-0.9680207433016461,69267,0.7292092153634309,64443500000,INR,11.14214254318577,25.7087,INR,75.93515185524821,2.6538,Finance,
LXCHEM,LAXMI ORGANIC INDUS LTD,224.99,INR,-2.89598618903754,606906,0.8436737604624104,64338778412,INR,46.80952876313326,4.8065,INR,27.385243294816064,0.258342,Process industries,Sell
DHANUKA,DHANUKA AGRITECH LTD,1390.35,INR,-1.7594064652888246,10815,0.34789461832920515,64256322504,INR,23.382985844241244,59.4599,INR,10.756595858821418,0.993049,Process industries,Buy
GREAVESCOT,GREAVES COTTON LTD.,255.65,INR,-3.291091356156617,2895292,0.1025479032551064,63897568602,INR,80.57551689359556,3.1728,INR,,0.72767,Producer manufacturing,
AHLUCONT,AHLUWALIA CONT IND LTD,918,INR,-0.9708737864077669,57132,0.8675831676838482,63762111241,INR,18.124991362000305,50.6483,INR,52.90514430624319,0.0525293,Industrial services,Neutral
INDIGOPNTS,INDIGO PAINTS LTD,1310.05,INR,-1.2661566868899992,26612,0.5132279826121168,63354162178,INR,44.726869238648,29.29,INR,6.393025790047213,0.263158,Process industries,Buy
SUNCLAY,SUNDARAM CLAYTON LTD,2834.95,INR,0.7659771095471575,29233,2.339257563996895,62967100000,INR,,-108.8693,INR,,0,Producer manufacturing,
IXIGO,LE TRAVENUES TECHNOLOGY L,155.33,INR,-1.7085363538568554,640325,0.27257906729834885,62821418812,INR,,,,,0,Technology services,Strong buy
ENTERO,ENTERO HEALTHCARE SOLU L,1421.7,INR,-1.840024855870464,19109,0.7133444577589135,62694088008,INR,74.5305471969133,19.0754,INR,,0,Distribution services,Strong buy
SPARC,SUN PHARMA ADV.RES.CO.LTD,184.01,INR,-2.8714700448667183,379481,0.6507473937933939,62405505910,INR,,-12.593,INR,-61.423883505101784,0,Health technology,
MIDHANI,MISHRA DHATU NIGAM LTD,323.4,INR,-1.8810679611650623,127646,0.5606547282046056,62402953924,INR,68.64930268101637,4.7109,INR,-35.83104040101344,0.924647,Non-energy minerals,Buy
MANORAMA,MANORAMA INDUSTRIES LTD,1000,INR,-2.2912697249499283,31836,0.6814212328767123,62230352049,INR,100.82068033795092,9.9186,INR,58.436496653515,0.0383087,Consumer non-durables,
AVALON,AVALON TECHNOLOGIES LTD,926.25,INR,-0.4941719933394234,332401,0.2974419620802012,62060307396,INR,214.71290479612415,4.3139,INR,,0,Electronic technology,Neutral
EMIL,ELECTRONICS MART IND LTD,157.01,INR,-1.7520805957074097,212918,0.6403485318792325,62040735741,INR,32.948607642750716,4.7653,INR,17.19295656878657,0,Retail trade,Strong buy
NIITMTS,NIIT LEARNING SYSTEMS LTD,452.25,INR,0.2105029913582957,42333,0.21765307129753786,61831900000,INR,27.916666666666668,16.2,INR,,1.15461,Commercial services,Strong buy
DHANI,DHANI SERVICES LTD,96.5,INR,0.9731087161243139,5031045,0.6432981261076045,61698705013,INR,,-4.0777,INR,50.34703618917734,0,Finance,
STAR,STRIDES PHARMA SCI LTD,650.55,INR,-1.26726362118683,189889,0.21730900704744524,61643027736,INR,33.83224034906156,19.2287,INR,,0.373776,Health technology,Strong buy
SUPRAJIT,SUPRAJIT ENGINEERING LTD,429.6,INR,-1.4113597246127314,80085,1.335281887285102,61557853099,INR,43.178049148198404,9.9495,INR,-6.276493528514099,0.557041,Producer manufacturing,Neutral
V2RETAIL,V2 RETAIL LTD,1728.85,INR,-1.3410562958313121,26141,0.302694853805368,60546908882,INR,143.84188499970878,12.0191,INR,1738.0639241474232,0,Retail trade,Strong buy
EPACK,EPACK DURABLE LTD,568.45,INR,-4.99707529038188,1593408,1.3308998496626951,60315700000,INR,115.54801203349867,4.9196,INR,,0,Producer manufacturing,Strong buy
AARTIPHARM,AARTI PHARMALABS LTD,671.95,INR,1.7874725441187713,296751,0.30944644258752874,59568500000,INR,26.70643784329468,25.1606,INR,,0.456413,Health technology,
INOXGREEN,INOX GREEN ENERGY SER LTD,157.22,INR,-2.274987568373941,936579,0.7428822574228022,59493423035,INR,160.82242225859247,0.9776,INR,114.05736807532298,0,Utilities,
CEIGALL,CEIGALL INDIA LTD,325.05,INR,-1.8124150430448571,73279,0.5005813325973886,59090300000,INR,,,,,0.147406,Industrial services,Strong buy
SUPRIYA,SUPRIYA LIFESCIENCE LTD,669.55,INR,-4.438735459930069,248322,0.7795248302023258,58901332079,INR,34.21150790203823,19.5709,INR,57.288209150747036,0.109312,Health technology,Buy
HNDFDS,HINDUSTAN FOODS LTD,500,INR,-1.2150548256445672,37858,0.47961709685838005,58495421933,INR,59.92545273679543,8.3437,INR,10.232257041695288,0,Consumer non-durables,Strong buy
RALLIS,RALLIS INDIA LTD,290.25,INR,-2.3220595658758127,185588,0.6487219595745982,57951728424,INR,37.882248528432896,7.6619,INR,51.39102944082198,0.838926,Process industries,Sell
ICRA,ICRA LTD,6038.6,INR,-2.0161126751421827,4881,1.3220118631673032,57934897548,INR,38.487940092762145,156.8959,INR,1.065238704424451,0.66635,Commercial services,Neutral
SKYGOLD,SKY GOLD LTD,370.15,INR,-4.081368230111428,393587,1.0458618667390858,57648862478,INR,60.42673370771842,6.1256,INR,116.75099961077105,0.0508388,Consumer durables,Strong buy
JKIL,JKUMAR INFR.LTD.,741.65,INR,-0.22198304856719725,136660,1.0087127508495743,57498218683,INR,15.52137288756344,47.7825,INR,24.153278924927314,0.526385,Industrial services,Buy
NFL,NATIONAL FERT. LTD,111.55,INR,-3.2523850823937557,1306452,0.6214948353855865,57054269377,INR,15.118863679488223,7.3782,INR,230.40168375800457,0.232158,Process industries,
SKIPPER,SKIPPER LTD,474.05,INR,-2.0962412226352702,567285,0.9397393011752758,56813073668,INR,47.6753190590649,9.9433,INR,50.90757322810745,0.0198787,Producer manufacturing,Strong buy
LUXIND,LUX INDUSTRIES LTD,1770.85,INR,-1.9381454716615447,43055,0.5932099471339782,56665573198,INR,33.09455640941303,53.5088,INR,56.13251865987383,0.106137,Consumer non-durables,Buy
ITDC,INDIA TOUR. DEV. CO. LTD.,640.05,INR,-3.961287418410997,55662,0.22320306137302245,56629247374,INR,79.19254658385093,8.0822,INR,-4.792083873247738,0.381674,Consumer services,
RAIN,RAIN INDUSTRIES LTD,161,INR,-2.8599010498370996,1063559,0.9147384616681342,56438799769,INR,,-45.2395,INR,-662.7923467356688,0.595948,Process industries,
BALAMINES,BALAJI AMINES LTD,1800,INR,-5.712265262827058,275715,0.6549379683727542,56406903391,INR,28.917985380351837,62.245,INR,2.1538552433344327,0.631857,Process industries,Buy
PILANIINVS,PILANI INV & IND COR LTD,4950,INR,-1.2439274990772864,3206,0.5863311326103258,56355537751,INR,27.797822784667957,178.0715,INR,3.433484122945797,0.294707,Finance,
NEOGEN,NEOGEN CHEMICALS LTD,2070,INR,-5.089408528198074,32424,0.6215578435638743,56212751477,INR,135.0293542074364,15.33,INR,-18.080092340248164,0.0938637,Process industries,Buy
RSYSTEMS,R SYS INTERNATIONAL LTD,468.7,INR,-1.0450754776733853,62620,0.5255374967898739,56170473724,INR,40.18278150237479,11.6642,INR,1.7516618106320918,2.63269,Technology services,
GAEL,GUJARAT AMBUJA EXPORTS LTD,118.99,INR,-0.22639610934094434,459025,0.6319418612110982,56026621122,INR,16.136206452312823,7.3741,INR,10.868715419773876,0.286533,Consumer non-durables,
GULFOILLUB,GULF OIL LUB. IND. LTD.,1120,INR,-0.07583530356425117,37748,0.5764179870264724,55986788406,INR,16.56559680520633,67.61,INR,24.949177601182775,3.16623,Energy minerals,Strong buy
JSLL,JEENA SIKHO LIFECARE LTD,2230,INR,0.34648787292443944,8730,0.2069112627986348,55935300000,INR,65.79529696397486,33.893,INR,-14.152773767369295,0.185778,Health services,Strong buy
UEL,UJAAS ENERGY LTD,520.35,INR,-4.993609640314045,318,0.20421268944258922,55872327545,INR,184.13602746027817,2.8259,INR,,0,Utilities,
SURYAROSNI,SURYA ROSHNI LTD,253.5,INR,-0.8797653958944283,952743,1.1790683540431357,55834486148,INR,17.202535253321752,14.7362,INR,-15.949237131042343,0.974469,Non-energy minerals,Neutral
VSTIND,VST INDUSTRIES LTD,316.65,INR,-2.1325915623551333,116138,0.8468251167375855,55705959579,INR,22.12896507865514,14.3093,INR,-20.91250759962416,4.15806,Consumer non-durables,Sell
THANGAMAYL,THANGAMAYIL JEWELLERY LTD,1918.9,INR,-2.4354281065690393,10380,0.545019217440615,55305006744,INR,55.215059332665774,34.7532,INR,-14.703514627920674,0.496142,Consumer durables,Strong buy
STLTECH,STERLITE TECHNOLOGIES LTD,112.26,INR,1.0077379881230921,915843,1.2913303603203725,55049760417,INR,,-4.7603,INR,-193.88966687047596,0.886132,Technology services,Buy
GUJALKALI,GUJARAT ALKALIES & CHEM,736,INR,0,34436,1.2151066164665205,54761917953,INR,,-30.5051,INR,-370.9493187430054,1.85732,Process industries,
SHARDAMOTR,SHARDA MOTOR INDS LTD,1871,INR,3.1536001764251873,18623,0.5801431121439711,54698062733,INR,17.232597701276465,108.5733,INR,32.43020395119614,0.520571,Producer manufacturing,Strong buy
EASEMYTRIP,EASY TRIP PLANNERS LTD,14.85,INR,-1.915455746367245,16231785,0.19900369330098877,54614292274,INR,59.63855421686747,0.249,INR,-40.629470672389125,0.324465,Consumer services,Strong sell
SUNFLAG,SUNFLAG IRON AND STEEL CO,295,INR,0.05087332541969722,181608,0.44497957251499903,54210008933,INR,36.021735148665975,8.1895,INR,-9.994614733649119,0,Non-energy minerals,
AWFIS,AWFIS SPACE SOLUTIONS LTD,714.8,INR,-3.464109663042756,333672,0.9449667166518694,53868200000,INR,,,,,0,Finance,Strong buy
EIEL,ENVIRO INFRA ENGINEERS L,290.65,INR,-1.2402310567448298,3832595,0.34926220200072294,53808700000,INR,,,,,0,Industrial services,
GMMPFAUDLR,GMM PFAUDLER LTD,1224.7,INR,0.5377006115831345,453375,6.665044661495851,53615981842,INR,52.295368270926474,23.4189,INR,-42.53326822421421,0.167701,Producer manufacturing,
DYNAMATECH,DYNAMATIC TECHNOLOGIES,7850,INR,-1.1266523499738623,6126,0.38040002235455567,53334560482,INR,58.0939701419195,135.1259,INR,12.638332705369262,0.0891356,Producer manufacturing,Strong buy
GOKULAGRO,GOKUL AGRO RESOURCES LTD,350.55,INR,-0.5672954190894909,105677,0.6105761869682657,53314796016,INR,25.568368307039233,13.7103,INR,50.66760442651955,0,Process industries,
CSBBANK,CSB BANK LTD,310.45,INR,2.004271398061431,214794,0.38803405401050184,53303519604,INR,9.737927573281473,31.8805,INR,-4.252986791444161,0,Finance,Strong buy
STYRENIX,STYRENIX PERFORMANCE LTD,2887.1,INR,-3.250561308267149,34240,1.0219095741347046,53065496901,INR,23.548920433180722,122.6001,INR,33.514801508519994,3.54592,Process industries,
GOCOLORS,GO FASHION INDIA LTD,985.9,INR,-0.7849451544731878,11853,0.12052063940098609,53047624363,INR,62.10471942953612,15.8748,INR,0.3831999089426014,0,Consumer non-durables,Buy
JISLDVREQS,JAIN DVR EQUITY SHARES,36.06,INR,-2.829426030719475,19210,0.2852514177188499,52860665713,INR,48.749493037718,0.7397,INR,,0,Producer manufacturing,
MTARTECH,MTAR TECHNOLOGIES LTD,1669.75,INR,-3.141133476419751,77091,0.3911807120827553,52383585272,INR,133.33892322680592,12.5226,INR,-62.71626477865146,0,Electronic technology,Neutral
YATHARTH,YATHARTH HOSP & TRA C S L,521,INR,-1.4750378214825937,279204,0.6255398060092633,52103621515,INR,34.24432438117022,15.2142,INR,,0,Health services,Strong buy
TARC,TARC LTD,168.46,INR,-3.22840073529412,289989,0.39897956417946673,51686122849,INR,,-6.2102,INR,-1759.1504141063317,0,Finance,Strong buy
DBCORP,D.B.CORP LTD,281.1,INR,-3.1190763398242134,78289,1.4694074434161108,51502382210,INR,11.214930899109508,25.0648,INR,66.30925208344394,2.76769,Consumer services,Buy
CYIENTDLM,CYIENT DLM LTD,622.5,INR,-0.6701771182383988,125968,0.9262938685828663,51156412916,INR,73.59982974497215,8.4579,INR,,0,Electronic technology,Buy
GOLDIAM,GOLDIAM INTERNATIONAL LTD,478.45,INR,1.5494004032686006,1200248,0.5584267492930266,51154866249,INR,54.18030280725197,8.8307,INR,11.494514096688258,0.45929,Consumer durables,
JCHAC,JOHNSON CONTROLS HITACHI,1836.2,INR,-0.25260070076322694,15940,0.604277709961863,50609035718,INR,179.59702660406884,10.224,INR,,0,Consumer durables,Strong sell
SIS,SIS LTD,345.3,INR,-0.4181687094448417,12575,0.45386789286191226,50549153303,INR,31.794701803817574,10.8603,INR,-55.76252545824847,0,Commercial services,Buy
ROLEXRINGS,ROLEX RINGS LTD,1808.95,INR,-2.242697722175687,8975,0.6583435416315183,50455156937,INR,30.826633311407026,58.6814,INR,-17.87700037086019,0,Producer manufacturing,Buy
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,499.5,INR,-4.902427415516421,412594,0.9542591894461007,50420148087,INR,30.98577569896342,16.1203,INR,41.97278612004052,0.818182,Health services,
PITTIENG,PITTI ENGINEERING LTD,1276.3,INR,-3.9003087116933934,38468,0.6848483445819039,50310846742,INR,37.67163720941215,33.8796,INR,47.77291205052603,0.112263,Producer manufacturing,Buy
UNICHEMLAB,UNICHEM LABORATORIES LTD,704.15,INR,0.49953614500820664,20047,0.8295436206618307,50266183545,INR,,-0.8116,INR,95.71488912354805,0,Health technology,
NPST,NETWORK PEOPLE SRV TECH L,2440,INR,-4.888126607936387,12950,1.0343450479233236,49833000000,INR,94.02226478056976,25.9513,INR,218.20611857029,0,Technology services,
THYROCARE,THYROCARE TECH LTD,876.05,INR,-4.194006999125112,59730,0.4105868580584802,49547335072,INR,56.093406839675495,15.6177,INR,37.337097029494,1.92513,Health services,Strong buy
ORIENTELEC,ORIENT ELECTRIC LTD,236,INR,-0.7944848459371922,89148,0.5702720095390769,49468886553,INR,81.33443617314585,2.9016,INR,-35.161225447476035,0.64697,Consumer durables,Buy
IMFA,INDIAN METALS & FERRO,878.05,INR,-2.3575201556852985,54431,0.5122527129696465,48925582097,INR,10.939960728026632,80.2608,INR,57.78528754342198,1.92986,Non-energy minerals,
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,210.4,INR,-1.378081934939532,101782,0.8933637142415773,48903113857,INR,36.46889570658485,5.7693,INR,1.6079605494892635,3.70714,Non-energy minerals,Sell
WONDERLA,WONDERLA HOLIDAYS LTD.,757.05,INR,-0.10556178663324775,22330,0.18548822527723555,48748653968,INR,31.137150707017526,24.3134,INR,-20.035125686151332,0.325182,Consumer services,Strong buy
BOROLTD,BOROSIL LTD,391.15,INR,-2.0533366720921613,158157,1.5278242002824634,48607810991,INR,64.73314025651634,6.0425,INR,-10.095223925011155,0,Producer manufacturing,Buy
SEQUENT,SEQUENT SCIENTIFIC LTD.,182.02,INR,-2.3602617744877037,282526,0.48433487997657576,48283254649,INR,276.8365019011407,0.6575,INR,,0,Health technology,
MSTCLTD,MSTC LTD,632.1,INR,-3.0818767249310057,159213,0.6816561693623139,47949439321,INR,20.53432783455589,30.7826,INR,-5.7529331079922645,2.0555,Retail trade,
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,565.25,INR,-1.5158114818364048,9591748,0.33386256743947823,47784847270,INR,,,,,0,Commercial services,
TEAMLEASE,TEAMLEASE SERVICES LTD.,2762.3,INR,-0.3301520864529267,8776,0.20952158124810497,47581753516,INR,44.5856582772307,61.9549,INR,-1.2807786012138482,0,Commercial services,Buy
VAIBHAVGBL,VAIBHAV GLOBAL LTD,297.55,INR,0.5406318634904621,866474,1.558317348036569,47528460295,INR,40.31842818428184,7.38,INR,1.7931034482758605,2.09827,Consumer durables,
MASFIN,MAS FINANCIAL SERV LTD,253.85,INR,-1.4939852541715153,36149,0.3894770412286061,47468202475,INR,15.24066258007577,16.6561,INR,20.61509272736488,0.577217,Finance,Strong buy
KSCL,KAVERI SEED CO. LTD.,910.05,INR,-1.8178875822634615,51199,0.681514749358738,47385673437,INR,15.62760266856706,58.2335,INR,3.4589049613940075,0.54277,Process industries,Neutral
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,1686.8,INR,1.0604517404589329,80850,0.4182498687311018,47373835641,INR,33.38756734716499,50.5218,INR,-25.79054054054054,0.316948,Technology services,
GUFICBIO,GUFIC BIOSCIENCES LTD.,453.25,INR,-1.60642570281124,49420,0.5205069413213209,47371095866,INR,52.15885290800709,8.6898,INR,2.39194985153414,0.0211685,Health technology,
HEMIPROP,HEMISPHERE PROP IND LTD,160.19,INR,-2.078366648328141,294321,1.0102531837180637,47310000000,INR,,-0.3617,INR,-58.70996050899519,0,Finance,
KRN,KRN HEAT EXCHANGE N REF L,716,INR,-2.0787746170678396,314522,0.36201837658603603,47307400000,INR,,,,,0,Producer manufacturing,
KSL,KALYANI STEELS LTD,1041.5,INR,1.342804320326939,47037,0.9182322901049476,47295902582,INR,18.273212155238962,56.996,INR,8.957717615302561,0.922978,Non-energy minerals,
HIKAL,HIKAL LTD,362,INR,-2.5965289923314887,223978,0.7470059296084538,47033072872,INR,60.7199168036499,5.9618,INR,-10.244945274980044,0.314589,Health technology,Strong buy
GANECOS,GANESHA ECOSPHERE LTD,1796.35,INR,-0.5067848241484404,135817,2.119918023447292,46799404883,INR,51.143675477456746,35.1236,INR,79.07686973900896,0.243724,Process industries,Strong buy
ALLCARGO,ALLCARGO LOGISTICS LTD,44.88,INR,-2.730819245773728,1714933,1.0171191699224118,46357830069,INR,100.74074074074075,0.4455,INR,-87.90158324959944,4.45198,Transportation,Strong buy
ASHAPURMIN,ASHAPURA MINECHEM LTD,462.7,INR,-2.3736681084502584,512077,0.9408854495387323,46344486909,INR,19.167357083678542,24.14,INR,-4.693847739143825,0,Non-energy minerals,
EMSLIMITED,EMS LTD,817.1,INR,0.15321443892872463,274289,0.6688557961739329,46315500000,INR,25.430586419176734,32.1306,INR,14.630143632847895,0.239794,Industrial services,
ARTEMISMED,ARTEMIS MED SERVICE LTD,326.35,INR,-2.4510536541623043,87292,0.574876452799174,46147742909,INR,74.50913242009133,4.38,INR,35.595319175283265,0.134148,Health services,Strong buy
DCAL,DISHMAN CARBO AMCIS LTD,271.35,INR,-1.684782608695644,407284,0.5275406327808986,45835539164,INR,,-11.1,INR,-265.1435902496793,0,Health technology,
KINGFA,KINGFA SCI & TEC IND LTD.,3558.4,INR,-2.0560953455726465,23943,0.569037676791923,45813268738,INR,32.1085975137132,110.8239,INR,10.470835210666712,0.264344,Process industries,
KITEX,KITEX GARMENTS LTD,681,INR,-0.540382649335482,101826,0.44455989766382303,45771949188,INR,45.352228985468635,15.0158,INR,389.3052659019813,0.217928,Process industries,
